"PERSON_ID","FINAL_PARENT_OKATO_NAME"
6980,"Удмуртская Республика"
6981,"Тульская область"
6982,"Республика Башкортостан"
6983,"Архангельская область"
6984,"Алтайский край"
6985,"Республика Карелия"
6986,"Челябинская область"
6987,"Москва"
6988,"Санкт-Петербург"
6989,"Ставропольский край"
6990,"Москва"
6991,"Пермский край"
6992,"Курская область"
6993,"Курская область"
6994,"Республика Адыгея"
6995,"Республика Башкортостан"
6996,"Москва"
6997,"Московская область"
6998,"Ивановская область"
6999,"Санкт-Петербург"
7000,"Тульская область"
7001,"Самарская область"
7002,"Челябинская область"
7003,"Смоленская область"
7004,"Новгородская область"
7005,"Москва"
7006,"Алтайский край"
7007,"Санкт-Петербург"
7008,"Астраханская область"
7009,"Тверская область"
7010,"Омская область"
7011,"Самарская область"
7012,"Оренбургская область"
7013,"Ярославская область"
7014,"Московская область"
7015,"Москва"
7016,"Курская область"
7017,"Омская область"
7018,"Республика Карелия"
7019,"Иркутская область"
7020,"Республика Башкортостан"
7021,"Самарская область"
7022,"Московская область"
7023,"Воронежская область"
7024,"Московская область"
7025,"Алтайский край"
7026,"Орловская область"
7027,"Астраханская область"
7028,"Самарская область"
7029,"Кемеровская область"
7030,"Санкт-Петербург"
7031,"Волгоградская область"
7032,"Ставропольский край"
7033,"Волгоградская область"
7034,"Пермский край"
7035,"Псковская область"
7036,"Астраханская область"
7037,"Москва"
7038,"Ярославская область"
7039,"Москва"
7040,"Республика Башкортостан"
7041,"Республика Башкортостан"
7042,"Алтайский край"
7043,"Астраханская область"
7044,"Приморский край"
7045,"Волгоградская область"
7046,"Санкт-Петербург"
7047,"Омская область"
7048,"Москва"
7049,"Курская область"
7050,"Москва"
7051,"Омская область"
7052,"Орловская область"
7053,"Архангельская область"
7054,"Москва"
7055,"Томская область"
7056,"Брянская область"
7057,
7058,"Алтайский край"
7059,"Ростовская область"
7060,
7061,"Республика Башкортостан"
7062,"Санкт-Петербург"
7063,"Ярославская область"
7064,"Тамбовская область"
7065,"Пермский край"
7066,"Санкт-Петербург"
7067,"Москва"
7068,"Тверская область"
7069,"Московская область"
7070,"Краснодарский край"
7071,
7072,"Самарская область"
7073,"Алтайский край"
7074,"Москва"
7075,"Омская область"
7076,"Кировская область"
7077,"Пермский край"
7078,"Саратовская область"
7079,"Ульяновская область"
7080,"Пензенская область"
7081,"Волгоградская область"
7082,"Брянская область"
7083,"Тверская область"
7084,"Алтайский край"
7085,"Алтайский край"
7086,"Республика Марий Эл"
7087,"Москва"
7088,"Омская область"
7089,"Москва"
7090,"Калининградская область"
7091,"Москва"
7092,"Республика Татарстан"
7093,"Иркутская область"
7094,"Санкт-Петербург"
7095,"Тамбовская область"
7096,"Мурманская область"
7097,"Санкт-Петербург"
7098,"Челябинская область"
7099,
7100,"Свердловская область"
7101,"Москва"
7102,"Оренбургская область"
7103,"Иркутская область"
7104,"Кабардино-Балкарская Республика"
7105,"Республика Адыгея"
7106,"Свердловская область"
7107,"Новосибирская область"
7108,"Москва"
7109,"Республика Бурятия"
7110,"Белгородская область"
7111,"Санкт-Петербург"
7112,"Челябинская область"
7113,"Москва"
7114,"Новосибирская область"
7115,"Республика Саха"
7116,"Пензенская область"
7117,"Ставропольский край"
7118,"Республика Башкортостан"
7119,"Самарская область"
7120,"Кабардино-Балкарская Республика"
7121,"Вологодская область"
7122,"Приморский край"
7123,"Волгоградская область"
7124,"Пензенская область"
7125,"Санкт-Петербург"
7126,"Тверская область"
7127,"Волгоградская область"
7128,"Оренбургская область"
7129,"Тверская область"
7130,"Самарская область"
7131,"Ростовская область"
7132,"Саратовская область"
7133,"Республика Бурятия"
7134,"Ростовская область"
7135,"Ставропольский край"
7136,"Краснодарский край"
7137,"Республика Саха"
7138,"Рязанская область"
7139,"Ивановская область"
7140,"Омская область"
7141,"Тамбовская область"
7142,"Республика Бурятия"
7143,"Санкт-Петербург"
7144,"Оренбургская область"
7145,"Новосибирская область"
7146,"Краснодарский край"
7147,"Москва"
7148,"Иркутская область"
7149,"Саратовская область"
7150,"Удмуртская Республика"
7151,"Удмуртская Республика"
7152,"Тверская область"
7153,"Ростовская область"
7154,"Ивановская область"
7155,"Санкт-Петербург"
7156,"Калужская область"
7157,"Московская область"
7158,"Забайкальский край"
7159,"Московская область"
7160,"Московская область"
7161,"Московская область"
7162,"Красноярский край"
7163,"Москва"
7164,"Самарская область"
7165,"Республика Бурятия"
7166,"Москва"
7167,"Москва"
7168,"Московская область"
7169,"Ивановская область"
7170,"Калужская область"
7171,"Москва"
7172,"Московская область"
7173,"Хабаровский край"
7174,"Свердловская область"
7175,"Рязанская область"
7176,"Москва"
7177,"Санкт-Петербург"
7178,
7179,"Калужская область"
7180,"Калининградская область"
7181,"Москва"
7182,"Краснодарский край"
7183,"Кабардино-Балкарская Республика"
7184,"Иркутская область"
7185,"Томская область"
7186,"Республика Саха"
7187,"Краснодарский край"
7188,"Республика Карелия"
7189,"Самарская область"
7190,"Томская область"
7191,"Владимирская область"
7192,"Республика Татарстан"
7193,"Еврейская автономная область"
7194,"Псковская область"
7195,"Пермский край"
7196,"Саратовская область"
7197,"Тамбовская область"
7198,"Санкт-Петербург"
7199,"Забайкальский край"
7200,"Пензенская область"
7201,"Пензенская область"
7202,"Алтайский край"
7203,"Белгородская область"
7204,"Пензенская область"
7205,"Пермский край"
7206,"Московская область"
7207,"Самарская область"
7208,"Волгоградская область"
7209,"Республика Саха"
7210,"Москва"
7211,"Кировская область"
7212,"Нижегородская область"
7213,"Приморский край"
7214,"Новосибирская область"
7215,"Свердловская область"
7216,"Республика Марий Эл"
7217,"Иркутская область"
7218,"Астраханская область"
7219,
7220,"Пермский край"
7221,"Сахалинская область"
7222,"Тамбовская область"
7223,"Калининградская область"
7224,"Москва"
7225,"Саратовская область"
7226,"Москва"
7227,"Краснодарский край"
7228,"Липецкая область"
7229,"Архангельская область"
7230,"Забайкальский край"
7231,
7232,"Кемеровская область"
7233,"Смоленская область"
7234,"Москва"
7235,"Челябинская область"
7236,"Красноярский край"
7237,"Республика Коми"
7238,"Самарская область"
7239,"Калининградская область"
7240,"Кировская область"
7241,"Республика Саха"
7242,"Московская область"
7243,"Кировская область"
7244,"Кировская область"
7245,"Оренбургская область"
7246,"Оренбургская область"
7247,"Калининградская область"
7248,"Московская область"
7249,"Кировская область"
7250,"Рязанская область"
7251,"Санкт-Петербург"
7252,"Забайкальский край"
7253,"Кировская область"
7254,"Кировская область"
7255,"Кемеровская область"
7256,"Новосибирская область"
7257,"Свердловская область"
7258,"Ставропольский край"
7259,"Краснодарский край"
7260,"Республика Башкортостан"
7261,"Республика Коми"
7262,"Республика Бурятия"
7263,"Иркутская область"
7264,"Санкт-Петербург"
7265,"Смоленская область"
7266,"Воронежская область"
7267,"Москва"
7268,"Кировская область"
7269,"Кировская область"
7270,"Оренбургская область"
7271,"Ярославская область"
7272,"Белгородская область"
7273,"Московская область"
7274,"Тюменская область"
7275,"Самарская область"
7276,"Республика Саха"
7277,"Хабаровский край"
7278,"Волгоградская область"
7279,"Тверская область"
7280,"Архангельская область"
7281,"Республика Мордовия"
7282,"Тверская область"
7283,"Ставропольский край"
7284,"Москва"
7285,"Москва"
7286,"Ростовская область"
7287,"Москва"
7288,"Красноярский край"
7289,"Забайкальский край"
7290,"Республика Коми"
7291,"Забайкальский край"
7292,"Челябинская область"
7293,"Республика Татарстан"
7294,"Москва"
7295,"Архангельская область"
7296,"Красноярский край"
7297,"Свердловская область"
7298,"Республика Саха"
7299,"Брянская область"
7300,"Республика Татарстан"
7301,"Красноярский край"
7302,"Архангельская область"
7303,"Москва"
7304,"Москва"
7305,"Республика Башкортостан"
7306,"Республика Бурятия"
7307,"Республика Коми"
7308,"Архангельская область"
7309,"Кемеровская область"
7310,"Пермский край"
7311,"Архангельская область"
7312,"Республика Саха"
7313,"Мурманская область"
7314,"Новосибирская область"
7315,"Москва"
7316,"Москва"
7317,"Брянская область"
7318,"Москва"
7319,"Республика Адыгея"
7320,"Московская область"
7321,"Тюменская область"
7322,"Ростовская область"
7323,"Челябинская область"
7324,"Республика Бурятия"
7325,"Приморский край"
7326,"Забайкальский край"
7327,"Республика Адыгея"
7328,"Воронежская область"
7329,"Волгоградская область"
7330,"Москва"
7331,"Тверская область"
7332,"Пермский край"
7333,"Москва"
7334,"Волгоградская область"
7335,
7336,"Республика Коми"
7337,"Челябинская область"
7338,"Москва"
7339,"Воронежская область"
7340,"Республика Ингушетия"
7341,"Краснодарский край"
7342,"Алтайский край"
7343,"Свердловская область"
7344,"Новосибирская область"
7345,"Краснодарский край"
7346,"Тверская область"
7347,"Саратовская область"
7348,"Нижегородская область"
7349,"Калининградская область"
7350,"Ивановская область"
7351,"Костромская область"
7352,"Красноярский край"
7353,"Новгородская область"
7354,"Липецкая область"
7355,"Ростовская область"
7356,"Волгоградская область"
7357,"Нижегородская область"
7358,"Кабардино-Балкарская Республика"
7359,"Челябинская область"
7360,"Московская область"
7361,"Республика Коми"
7362,"Ставропольский край"
7363,"Новосибирская область"
7364,"Приморский край"
7365,"Иркутская область"
7366,"Москва"
7367,"Москва"
7368,"Омская область"
7369,"Ставропольский край"
7370,"Самарская область"
7371,"Волгоградская область"
7372,"Ставропольский край"
7373,"Москва"
7374,"Псковская область"
7375,"Воронежская область"
7376,"Москва"
7377,"Красноярский край"
7378,"Липецкая область"
7379,"Московская область"
7380,"Еврейская автономная область"
7381,"Московская область"
7382,"Хабаровский край"
7383,"Москва"
7384,"Москва"
7385,"Липецкая область"
7386,"Московская область"
7387,"Санкт-Петербург"
7388,"Республика Саха"
7389,"Кемеровская область"
7390,"Хабаровский край"
7391,"Москва"
7392,"Саратовская область"
7393,"Москва"
7394,"Сахалинская область"
7395,"Республика Адыгея"
7396,"Республика Саха"
7397,"Саратовская область"
7398,"Республика Башкортостан"
7399,"Севастополь"
7400,"Ставропольский край"
7401,"Республика Адыгея"
7402,"Москва"
7403,"Республика Башкортостан"
7404,"Тверская область"
7405,"Саратовская область"
7406,"Омская область"
7407,"Костромская область"
7408,"Республика Адыгея"
7409,"Ростовская область"
7410,"Республика Адыгея"
7411,"Пермский край"
7412,"Новосибирская область"
7413,"Москва"
7414,"Республика Татарстан"
7415,"Московская область"
7416,"Калужская область"
7417,"Хабаровский край"
7418,"Воронежская область"
7419,"Красноярский край"
7420,"Республика Адыгея"
7421,"Республика Адыгея"
7422,"Республика Адыгея"
7423,"Волгоградская область"
7424,"Калининградская область"
7425,"Волгоградская область"
7426,"Республика Адыгея"
7427,"Ульяновская область"
7428,"Ярославская область"
7429,"Москва"
7430,
7431,"Пермский край"
7432,"Смоленская область"
7433,"Москва"
7434,"Москва"
7435,"Республика Адыгея"
7436,"Челябинская область"
7437,"Новосибирская область"
7438,"Астраханская область"
7439,"Новосибирская область"
7440,"Москва"
7441,"Москва"
7442,"Москва"
7443,"Новосибирская область"
7444,"Краснодарский край"
7445,"Москва"
7446,"Республика Адыгея"
7447,"Саратовская область"
7448,"Нижегородская область"
7449,"Красноярский край"
7450,"Ростовская область"
7451,"Краснодарский край"
7452,
7453,"Тюменская область"
7454,"Чувашская Республика - Чувашия"
7455,"Москва"
7456,"Республика Хакасия"
7457,"Новосибирская область"
7458,"Свердловская область"
7459,"Кемеровская область"
7460,"Москва"
7461,"Курганская область"
7462,"Красноярский край"
7463,"Архангельская область"
7464,"Москва"
7465,"Республика Башкортостан"
7466,"Забайкальский край"
7467,"Республика Саха"
7468,"Архангельская область"
7469,"Тамбовская область"
7470,"Свердловская область"
7471,"Московская область"
7472,"Иркутская область"
7473,"Астраханская область"
7474,"Архангельская область"
7475,"Республика Калмыкия"
7476,"Челябинская область"
7477,"Архангельская область"
7478,"Москва"
7479,"Санкт-Петербург"
7480,"Ивановская область"
7481,"Новосибирская область"
7482,"Москва"
7483,"Санкт-Петербург"
7484,"Санкт-Петербург"
7485,"Архангельская область"
7486,"Новосибирская область"
7487,"Алтайский край"
7488,"Московская область"
7489,"Санкт-Петербург"
7490,"Архангельская область"
7491,"Липецкая область"
7492,"Кировская область"
7493,"Липецкая область"
7494,"Республика Северная Осетия-Алания"
7495,"Нижегородская область"
7496,"Самарская область"
7497,"Псковская область"
7498,"Тюменская область"
7499,"Республика Башкортостан"
7500,"Оренбургская область"
7501,"Санкт-Петербург"
7502,"Костромская область"
7503,"Ростовская область"
7504,"Республика Саха"
7505,"Москва"
7506,"Краснодарский край"
7507,"Ленинградская область"
7508,"Новгородская область"
7509,"Астраханская область"
7510,"Самарская область"
7511,"Саратовская область"
7512,"Санкт-Петербург"
7513,"Белгородская область"
7514,"Краснодарский край"
7515,"Красноярский край"
7516,"Хабаровский край"
7517,"Москва"
7518,"Кировская область"
7519,"Ленинградская область"
7520,"Ростовская область"
7521,"Псковская область"
7522,
7523,"Тамбовская область"
7524,"Краснодарский край"
7525,"Белгородская область"
7526,"Москва"
7527,"Московская область"
7528,"Свердловская область"
7529,"Архангельская область"
7530,"Саратовская область"
7531,"Москва"
7532,"Хабаровский край"
7533,"Ростовская область"
7534,"Саратовская область"
7535,"Республика Саха"
7536,"Красноярский край"
7537,"Санкт-Петербург"
7538,"Омская область"
7539,"Санкт-Петербург"
7540,"Кабардино-Балкарская Республика"
7541,"Челябинская область"
7542,"Кировская область"
7543,
7544,"Нижегородская область"
7545,"Рязанская область"
7546,"Белгородская область"
7547,"Белгородская область"
7548,"Новгородская область"
7549,"Нижегородская область"
7550,"Архангельская область"
7551,"Ставропольский край"
7552,"Новосибирская область"
7553,"Липецкая область"
7554,"Нижегородская область"
7555,"Пермский край"
7556,"Москва"
7557,"Волгоградская область"
7558,"Республика Башкортостан"
7559,"Псковская область"
7560,"Санкт-Петербург"
7561,"Нижегородская область"
7562,"Пермский край"
7563,"Хабаровский край"
7564,"Челябинская область"
7565,"Нижегородская область"
7566,"Ленинградская область"
7567,"Москва"
7568,"Саратовская область"
7569,"Липецкая область"
7570,"Республика Бурятия"
7571,"Ярославская область"
7572,"Новосибирская область"
7573,"Воронежская область"
7574,"Челябинская область"
7575,"Москва"
7576,"Республика Карелия"
7577,"Псковская область"
7578,"Республика Крым"
7579,"Сахалинская область"
7580,"Ростовская область"
7581,"Республика Коми"
7582,"Липецкая область"
7583,"Волгоградская область"
7584,"Красноярский край"
7585,"Забайкальский край"
7586,"Нижегородская область"
7587,"Республика Башкортостан"
7588,"Сахалинская область"
7589,"Ивановская область"
7590,"Костромская область"
7591,"Кемеровская область"
7592,"Челябинская область"
7593,"Белгородская область"
7594,"Иркутская область"
7595,"Республика Мордовия"
7596,"Белгородская область"
7597,"Саратовская область"
7598,"Иркутская область"
7599,"Республика Алтай"
7600,"Приморский край"
7601,"Санкт-Петербург"
7602,"Ярославская область"
7603,"Мурманская область"
7604,"Московская область"
7605,"Тамбовская область"
7606,"Республика Адыгея"
7607,"Белгородская область"
7608,"Оренбургская область"
7609,"Республика Адыгея"
7610,"Чувашская Республика - Чувашия"
7611,"Ставропольский край"
7612,"Сахалинская область"
7613,"Московская область"
7614,"Ростовская область"
7615,"Москва"
7616,"Республика Башкортостан"
7617,"Республика Саха"
7618,"Алтайский край"
7619,"Московская область"
7620,"Костромская область"
7621,"Свердловская область"
7622,"Архангельская область"
7623,"Рязанская область"
7624,"Костромская область"
7625,"Московская область"
7626,"Кемеровская область"
7627,"Липецкая область"
7628,"Кемеровская область"
7629,"Москва"
7630,"Москва"
7631,"Москва"
7632,"Республика Мордовия"
7633,"Самарская область"
7634,"Архангельская область"
7635,"Красноярский край"
7636,"Саратовская область"
7637,"Москва"
7638,"Москва"
7639,"Санкт-Петербург"
7640,"Ростовская область"
7641,"Республика Татарстан"
7642,"Мурманская область"
7643,"Свердловская область"
7644,"Оренбургская область"
7645,"Москва"
7646,"Москва"
7647,"Свердловская область"
7648,"Красноярский край"
7649,"Иркутская область"
7650,"Республика Башкортостан"
7651,"Удмуртская Республика"
7652,"Московская область"
7653,"Вологодская область"
7654,"Челябинская область"
7655,"Псковская область"
7656,"Московская область"
7657,"Белгородская область"
7658,"Ульяновская область"
7659,"Тамбовская область"
7660,"Московская область"
7661,"Оренбургская область"
7662,"Республика Татарстан"
7663,"Москва"
7664,"Москва"
7665,"Республика Саха"
7666,"Краснодарский край"
7667,"Кировская область"
7668,"Москва"
7669,"Ивановская область"
7670,"Новосибирская область"
7671,"Сахалинская область"
7672,"Брянская область"
7673,"Санкт-Петербург"
7674,"Республика Ингушетия"
7675,"Москва"
7676,"Краснодарский край"
7677,"Красноярский край"
7678,"Санкт-Петербург"
7679,"Москва"
7680,"Республика Ингушетия"
7681,"Москва"
7682,"Волгоградская область"
7683,"Краснодарский край"
7684,"Ростовская область"
7685,"Саратовская область"
7686,"Тамбовская область"
7687,"Саратовская область"
7688,"Свердловская область"
7689,"Архангельская область"
7690,"Москва"
7691,"Нижегородская область"
7692,"Омская область"
7693,"Пензенская область"
7694,"Республика Саха"
7695,"Самарская область"
7696,"Воронежская область"
7697,"Волгоградская область"
7698,"Челябинская область"
7699,"Ульяновская область"
7700,"Московская область"
7701,"Ивановская область"
7702,"Липецкая область"
7703,"Тульская область"
7704,"Красноярский край"
7705,"Хабаровский край"
7706,"Краснодарский край"
7707,"Калининградская область"
7708,
7709,"Саратовская область"
7710,"Брянская область"
7711,"Московская область"
7712,"Ростовская область"
7713,"Республика Коми"
7714,"Москва"
7715,"Москва"
7716,"Липецкая область"
7717,"Краснодарский край"
7718,"Москва"
7719,"Хабаровский край"
7720,
7721,"Липецкая область"
7722,"Астраханская область"
7723,"Тамбовская область"
7724,"Белгородская область"
7725,"Кемеровская область"
7726,"Санкт-Петербург"
7727,"Саратовская область"
7728,"Санкт-Петербург"
7729,"Москва"
7730,"Республика Хакасия"
7731,"Тамбовская область"
7732,"Ярославская область"
7733,"Тамбовская область"
7734,"Брянская область"
7735,"Саратовская область"
7736,"Тамбовская область"
7737,"Тамбовская область"
7738,"Челябинская область"
7739,"Краснодарский край"
7740,
7741,"Воронежская область"
7742,"Челябинская область"
7743,"Республика Саха"
7744,"Красноярский край"
7745,"Саратовская область"
7746,"Ростовская область"
7747,"Пермский край"
7748,"Волгоградская область"
7749,"Республика Крым"
7750,"Архангельская область"
7751,"Тамбовская область"
7752,"Кемеровская область"
7753,"Ростовская область"
7754,"Московская область"
7755,"Удмуртская Республика"
7756,"Липецкая область"
7757,"Калужская область"
7758,"Москва"
7759,"Республика Саха"
7760,"Пензенская область"
7761,"Москва"
7762,"Чувашская Республика - Чувашия"
7763,"Москва"
7764,"Республика Карелия"
7765,"Курганская область"
7766,"Челябинская область"
7767,"Ставропольский край"
7768,"Архангельская область"
7769,"Нижегородская область"
7770,"Ростовская область"
7771,"Чувашская Республика - Чувашия"
7772,"Волгоградская область"
7773,"Оренбургская область"
7774,"Липецкая область"
7775,"Москва"
7776,"Пермский край"
7777,"Ростовская область"
7778,"Воронежская область"
7779,"Свердловская область"
7780,"Липецкая область"
7781,"Самарская область"
7782,"Санкт-Петербург"
7783,"Нижегородская область"
7784,"Чувашская Республика - Чувашия"
7785,"Иркутская область"
7786,"Мурманская область"
7787,"Костромская область"
7788,"Москва"
7789,"Республика Саха"
7790,"Санкт-Петербург"
7791,"Санкт-Петербург"
7792,"Ярославская область"
7793,"Томская область"
7794,"Воронежская область"
7795,"Москва"
7796,"Воронежская область"
7797,"Тюменская область"
7798,"Алтайский край"
7799,"Республика Татарстан"
7800,"Свердловская область"
7801,"Воронежская область"
7802,"Смоленская область"
7803,"Смоленская область"
7804,"Воронежская область"
7805,"Ростовская область"
7806,"Томская область"
7807,"Орловская область"
7808,"Пензенская область"
7809,"Кемеровская область"
7810,"Республика Татарстан"
7811,"Ростовская область"
7812,"Свердловская область"
7813,"Приморский край"
7814,"Краснодарский край"
7815,"Республика Башкортостан"
7816,"Белгородская область"
7817,"Республика Татарстан"
7818,"Республика Татарстан"
7819,"Республика Татарстан"
7820,"Курганская область"
7821,"Москва"
7822,"Курганская область"
7823,"Курганская область"
7824,"Волгоградская область"
7825,"Омская область"
7826,"Московская область"
7827,"Челябинская область"
7828,"Тамбовская область"
7829,"Санкт-Петербург"
7830,"Курганская область"
7831,"Курганская область"
7832,"Курганская область"
7833,"Санкт-Петербург"
7834,"Московская область"
7835,"Челябинская область"
7836,"Ростовская область"
7837,"Ростовская область"
7838,"Москва"
7839,
7840,"Курганская область"
7841,"Красноярский край"
7842,"Республика Татарстан"
7843,"Московская область"
7844,"Санкт-Петербург"
7845,"Красноярский край"
7846,"Курганская область"
7847,"Московская область"
7848,"Курганская область"
7849,"Курганская область"
7850,"Курганская область"
7851,"Ульяновская область"
7852,"Москва"
7853,"Курганская область"
7854,"Республика Бурятия"
7855,"Московская область"
7856,"Курганская область"
7857,"Свердловская область"
7858,"Республика Башкортостан"
7859,"Пермский край"
7860,"Волгоградская область"
7861,"Саратовская область"
7862,"Белгородская область"
7863,"Омская область"
7864,"Пермский край"
7865,"Новосибирская область"
7866,"Ростовская область"
7867,"Ростовская область"
7868,"Москва"
7869,"Москва"
7870,"Новосибирская область"
7871,"Кемеровская область"
7872,"Ульяновская область"
7873,"Московская область"
7874,"Санкт-Петербург"
7875,"Республика Калмыкия"
7876,"Смоленская область"
7877,"Калининградская область"
7878,"Республика Башкортостан"
7879,"Ярославская область"
7880,"Краснодарский край"
7881,"Республика Татарстан"
7882,"Ульяновская область"
7883,"Ленинградская область"
7884,"Воронежская область"
7885,"Санкт-Петербург"
7886,"Санкт-Петербург"
7887,"Краснодарский край"
7888,"Санкт-Петербург"
7889,"Кемеровская область"
7890,"Саратовская область"
7891,"Санкт-Петербург"
7892,"Краснодарский край"
7893,"Удмуртская Республика"
7894,"Калужская область"
7895,"Сахалинская область"
7896,"Челябинская область"
7897,"Московская область"
7898,"Архангельская область"
7899,"Орловская область"
7900,"Иркутская область"
7901,"Калужская область"
7902,"Калужская область"
7903,"Ростовская область"
7904,"Смоленская область"
7905,"Республика Саха"
7906,"Москва"
7907,"Владимирская область"
7908,"Смоленская область"
7909,"Санкт-Петербург"
7910,"Санкт-Петербург"
7911,"Забайкальский край"
7912,"Самарская область"
7913,"Красноярский край"
7914,"Ростовская область"
7915,"Архангельская область"
7916,"Республика Тыва"
7917,"Ростовская область"
7918,"Кемеровская область"
7919,"Ярославская область"
7920,"Сахалинская область"
7921,"Кемеровская область"
7922,"Москва"
7923,"Вологодская область"
7924,"Санкт-Петербург"
7925,"Санкт-Петербург"
7926,"Приморский край"
7927,"Саратовская область"
7928,"Санкт-Петербург"
7929,"Республика Хакасия"
7930,
7931,"Рязанская область"
7932,"Калужская область"
7933,"Кемеровская область"
7934,"Рязанская область"
7935,"Краснодарский край"
7936,"Смоленская область"
7937,"Новосибирская область"
7938,"Кемеровская область"
7939,"Краснодарский край"
7940,"Амурская область"
7941,"Санкт-Петербург"
7942,"Краснодарский край"
7943,"Москва"
7944,"Ставропольский край"
7945,"Ленинградская область"
7946,"Волгоградская область"
7947,"Республика Хакасия"
7948,"Тюменская область"
7949,"Орловская область"
7950,"Московская область"
7951,"Кировская область"
7952,"Брянская область"
7953,"Алтайский край"
7954,"Республика Саха"
7955,"Республика Татарстан"
7956,"Свердловская область"
7957,"Омская область"
7958,"Москва"
7959,"Тверская область"
7960,"Саратовская область"
7961,"Приморский край"
7962,"Псковская область"
7963,"Санкт-Петербург"
7964,"Республика Карелия"
7965,"Омская область"
7966,
7967,"Москва"
7968,"Алтайский край"
7969,"Краснодарский край"
7970,"Чувашская Республика - Чувашия"
7971,"Волгоградская область"
7972,"Алтайский край"
7973,"Пермский край"
7974,"Томская область"
7975,"Ростовская область"
7976,"Республика Бурятия"
7977,"Санкт-Петербург"
7978,"Омская область"
7979,"Тюменская область"
7980,"Москва"
7981,"Московская область"
7982,"Московская область"
7983,"Московская область"
7984,"Кемеровская область"
7985,"Санкт-Петербург"
7986,"Санкт-Петербург"
7987,"Кемеровская область"
7988,"Саратовская область"
7989,"Орловская область"
7990,"Омская область"
7991,"Москва"
7992,"Нижегородская область"
7993,"Московская область"
7994,"Мурманская область"
7995,"Санкт-Петербург"
7996,"Забайкальский край"
7997,"Санкт-Петербург"
7998,"Пермский край"
7999,"Алтайский край"
8000,"Амурская область"
8001,"Тверская область"
8002,"Республика Мордовия"
8003,"Московская область"
8004,"Мурманская область"
8005,"Волгоградская область"
8006,"Краснодарский край"
8007,"Удмуртская Республика"
8008,"Новосибирская область"
8009,"Воронежская область"
8010,"Москва"
8011,"Краснодарский край"
8012,"Ивановская область"
8013,"Санкт-Петербург"
8014,"Томская область"
8015,"Краснодарский край"
8016,"Краснодарский край"
8017,"Санкт-Петербург"
8018,"Мурманская область"
8019,"Забайкальский край"
8020,"Москва"
8021,"Липецкая область"
8022,"Краснодарский край"
8023,"Самарская область"
8024,"Санкт-Петербург"
8025,"Москва"
8026,"Республика Хакасия"
8027,"Республика Алтай"
8028,"Забайкальский край"
8029,"Республика Хакасия"
8030,"Москва"
8031,"Челябинская область"
8032,"Республика Хакасия"
8033,"Свердловская область"
8034,"Московская область"
8035,"Кировская область"
8036,"Республика Хакасия"
8037,"Саратовская область"
8038,"Ставропольский край"
8039,"Орловская область"
8040,"Курская область"
8041,"Ростовская область"
8042,"Омская область"
8043,"Краснодарский край"
8044,"Волгоградская область"
8045,"Алтайский край"
8046,"Астраханская область"
8047,"Белгородская область"
8048,"Ярославская область"
8049,"Оренбургская область"
8050,"Волгоградская область"
8051,"Ростовская область"
8052,"Ростовская область"
8053,"Орловская область"
8054,"Алтайский край"
8055,
8056,"Ростовская область"
8057,"Смоленская область"
8058,"Ростовская область"
8059,"Липецкая область"
8060,"Ивановская область"
8061,"Московская область"
8062,"Приморский край"
8063,"Астраханская область"
8064,"Орловская область"
8065,"Республика Бурятия"
8066,"Московская область"
8067,"Тюменская область"
8068,"Московская область"
8069,"Республика Башкортостан"
8070,"Республика Башкортостан"
8071,"Кировская область"
8072,"Нижегородская область"
8073,"Псковская область"
8074,"Волгоградская область"
8075,"Иркутская область"
8076,"Тверская область"
8077,"Хабаровский край"
8078,"Чувашская Республика - Чувашия"
8079,"Забайкальский край"
8080,"Оренбургская область"
8081,"Сахалинская область"
8082,"Москва"
8083,"Ростовская область"
8084,"Республика Саха"
8085,"Республика Тыва"
8086,"Владимирская область"
8087,"Республика Татарстан"
8088,"Свердловская область"
8089,"Свердловская область"
8090,"Ярославская область"
8091,"Ульяновская область"
8092,"Оренбургская область"
8093,"Республика Татарстан"
8094,"Москва"
8095,"Ростовская область"
8096,"Самарская область"
8097,"Кемеровская область"
8098,"Краснодарский край"
